UNIT,TIMESTAMP,OPEN,HIGH,LOW,CLOSE,date
DAY,1501545600,3.39242892893623,410.372779245129,3.39242892893623,343.389975239153,2017-08-01
DAY,1501632000,343.389975239153,811.802056303957,254.289398235922,391.660397672034,2017-08-02
DAY,1501718400,391.660397672034,814.178529579245,274.38177407317,397.111494428263,2017-08-03
DAY,1501804800,397.111494428263,402.040270266368,197.432076098619,282.32031878219,2017-08-04
DAY,1501891200,282.32031878219,318.492575651468,195.117192679203,201.523481639037,2017-08-05
DAY,1501977600,201.523481639037,281.914826047803,189.443991308799,276.211411264807,2017-08-06
DAY,1502064000,276.211411264807,360.971507373322,212.813559079319,321.951931737666,2017-08-07
DAY,1502150400,321.951931737666,389.72571928457,301.411712778356,341.76401703498,2017-08-08
DAY,1502236800,341.76401703498,349.690220629798,295.812456327067,302.642285991665,2017-08-09
DAY,1502323200,302.642285991665,312.797761334142,271.431118410415,273.862407432831,2017-08-10
DAY,1502409600,273.862407432831,350.720583996138,273.402121585884,327.040468345223,2017-08-11
DAY,1502496000,327.040468345223,341.913372148229,312.693437545106,320.464318274916,2017-08-12
DAY,1502582400,320.464318274916,324.273376006678,292.500246448606,292.500246448606,2017-08-13
DAY,1502668800,292.500246448606,332.696873704418,291.234021402254,298.63966265169,2017-08-14
DAY,1502755200,298.63966265169,309.338834367021,288.155655697038,301.152959921907,2017-08-15
DAY,1502841600,301.152959921907,309.712604737684,288.796552549975,299.861562844296,2017-08-16
DAY,1502928000,299.861562844296,454.44437919318,291.713199221504,445.545386901451,2017-08-17
DAY,1503014400,445.545386901451,758.308150651626,445.507786042005,688.508255121837,2017-08-18
DAY,1503100800,688.508255121837,1008.70212515356,620.226306555084,759.079981272101,2017-08-19
DAY,1503187200,759.079981272101,871.314012613999,683.786530830563,722.450443283687,2017-08-20
DAY,1503273600,722.450443283687,761.552373649298,570.024773379864,599.534057239312,2017-08-21
DAY,1503360000,599.534057239312,748.570961527445,570.453467351359,684.118564657334,2017-08-22
DAY,1503446400,684.118564657334,720.674306460237,648.14066293429,665.029677824645,2017-08-23
DAY,1503532800,665.029677824645,694.475393891136,613.987793644682,624.447638176301,2017-08-24
DAY,1503619200,624.447638176301,669.061592303113,622.636632400367,642.127022937847,2017-08-25
DAY,1503705600,642.127022937847,646.494062123772,623.683308498727,628.491093978615,2017-08-26
DAY,1503792000,628.491093978615,655.748456140304,591.511712041394,619.667649888128,2017-08-27
DAY,1503878400,619.667649888128,627.124217912639,594.27108943287,596.983092910764,2017-08-28
DAY,1503964800,596.983092910764,597.291486652104,519.229650257569,546.286866968165,2017-08-29
DAY,1504051200,546.286866968165,607.488227004544,531.626171731422,572.739914880881,2017-08-30
DAY,1504137600,572.739914880881,604.395396480682,566.918434122883,586.004556782894,2017-08-31
DAY,1504224000,586.004556782894,644.444982328671,582.9460837166,618.993192239675,2017-09-01
DAY,1504310400,618.993192239675,644.403058884059,543.849105330512,570.249113585247,2017-09-02
DAY,1504396800,570.249113585247,622.833012858771,559.757458758928,611.178964556262,2017-09-03
DAY,1504483200,611.178964556262,611.178964556262,500.003167434576,521.048990151727,2017-09-04
DAY,1504569600,521.048990151727,557.715124412207,461.858670417913,544.92555630715,2017-09-05
DAY,1504656000,544.92555630715,640.47690396297,536.739908008969,629.911122164101,2017-09-06
DAY,1504742400,629.911122164101,711.456280626141,595.446715332965,653.052743563325,2017-09-07
DAY,1504828800,653.052743563325,687.77080943216,581.547362371047,616.113202410132,2017-09-08
DAY,1504915200,616.113202410132,616.113202410132,571.915785445604,588.704606783473,2017-09-09
DAY,1505001600,588.704606783473,588.704606783473,521.153754407081,558.027664477263,2017-09-10
DAY,1505088000,558.027664477263,595.831073382282,550.467126930466,559.115704984662,2017-09-11
DAY,1505174400,559.115704984662,571.910492612587,534.391223513116,536.838295001719,2017-09-12
DAY,1505260800,536.838295001719,538.104960453441,483.988565508215,513.722305600827,2017-09-13
DAY,1505347200,513.722305600827,521.903931186573,362.182411428587,367.408850709875,2017-09-14
DAY,1505433600,367.408850709875,458.951434694795,301.670124255195,428.468857617564,2017-09-15
DAY,1505520000,428.468857617564,466.737865629924,411.103958404518,440.249331053284,2017-09-16
DAY,1505606400,440.249331053284,445.252108930179,407.851748951103,433.10340630329,2017-09-17
DAY,1505692800,433.10340630329,488.973797680576,433.10340630329,477.468255317042,2017-09-18
DAY,1505779200,477.468255317042,552.081421602381,444.466432752312,526.037162546073,2017-09-19
DAY,1505865600,526.037162546073,527.63801096853,468.09107241633,472.87588346063,2017-09-20
DAY,1505952000,472.87588346063,479.846958732988,411.497125927355,416.501062016075,2017-09-21
DAY,1506038400,416.501062016075,436.023968451857,402.059601825577,416.623496753362,2017-09-22
DAY,1506124800,416.623496753362,434.85167267019,407.171359395595,428.365083618894,2017-09-23
DAY,1506211200,428.365083618894,433.27533551809,408.71153834971,420.071267310757,2017-09-24
DAY,1506297600,420.071267310757,446.162837354688,419.537539797071,441.134333996527,2017-09-25
DAY,1506384000,441.134333996527,455.627963334214,438.303010731867,438.303010731867,2017-09-26
DAY,1506470400,438.303010731867,455.72889006066,432.072671263776,452.275887251624,2017-09-27
DAY,1506556800,452.275887251624,461.851114781903,419.314230069584,441.964703965079,2017-09-28
DAY,1506643200,441.964703965079,443.761085201131,417.043765107629,432.436354826351,2017-09-29
DAY,1506729600,432.436354826351,441.58757274852,422.990673284602,427.882204806912,2017-09-30
DAY,1506816000,427.882204806912,434.187599696231,411.43841955407,411.688353191941,2017-10-01
DAY,1506902400,411.688353191941,432.433810103072,408.243671724247,422.015855232801,2017-10-02
DAY,1506988800,422.015855232801,422.580931309366,393.57050563296,404.977212991238,2017-10-03
DAY,1507075200,404.977212991238,405.373162389379,351.9870794176,359.435784039766,2017-10-04
DAY,1507161600,359.435784039766,373.157787772456,346.250365640123,355.371821648885,2017-10-05
DAY,1507248000,355.371821648885,370.928832141012,349.272094208426,361.126811349501,2017-10-06
DAY,1507334400,361.126811349501,363.843613267059,350.891790675501,358.474150390612,2017-10-07
DAY,1507420800,358.474150390612,362.547541814643,334.161902831528,341.536859424883,2017-10-08
DAY,1507507200,341.536859424883,341.960673240199,289.687521066637,313.967635237348,2017-10-09
DAY,1507593600,313.967635237348,357.855335068628,310.615137543007,322.124256771088,2017-10-10
DAY,1507680000,322.124256771088,322.72693985269,308.363367769597,315.580752741998,2017-10-11
DAY,1507766400,315.580752741998,330.31822295085,307.350214757641,314.729296396059,2017-10-12
DAY,1507852800,314.729296396059,325.578249344322,304.891192966912,321.611233514265,2017-10-13
DAY,1507939200,321.611233514265,329.533080534989,316.703641406836,321.619989605711,2017-10-14
DAY,1508025600,321.619989605711,323.32876851815,307.659112448081,315.582008085,2017-10-15
DAY,1508112000,315.582008085,317.821534581632,309.990121549477,312.19856398466,2017-10-16
DAY,1508198400,312.19856398466,396.549084052055,307.911099594442,373.065487025441,2017-10-17
DAY,1508284800,373.065487025441,376.393725943388,312.218867461935,338.824512687236,2017-10-18
DAY,1508371200,338.824512687236,340.434040285517,326.023184049785,330.846019916387,2017-10-19
DAY,1508457600,330.846019916387,333.362399330954,321.125609751869,327.02396233514,2017-10-20
DAY,1508544000,327.02396233514,331.170502454553,317.710678053894,325.998955136669,2017-10-21
DAY,1508630400,325.998955136669,360.712428261387,324.14570087119,332.629693773161,2017-10-22
DAY,1508716800,332.629693773161,337.22045517152,311.854215776071,319.452856456205,2017-10-23
DAY,1508803200,319.452856456205,341.796977890306,311.648238813256,329.637404568813,2017-10-24
DAY,1508889600,329.637404568813,337.722230843697,321.065006113309,336.071461839414,2017-10-25
DAY,1508976000,336.071461839414,351.009358368244,331.131334465344,339.299211063094,2017-10-26
DAY,1509062400,339.299211063094,376.325660328448,331.305218983132,369.121133705285,2017-10-27
DAY,1509148800,369.121133705285,428.956849126636,366.386541649084,424.724781871319,2017-10-28
DAY,1509235200,424.724781871319,528.992739478386,408.325076296719,454.376363098492,2017-10-29
DAY,1509321600,454.376363098492,477.824252342638,414.113571728817,447.9967004102,2017-10-30
DAY,1509408000,447.9967004102,456.629553939552,433.990504610739,442.293282448014,2017-10-31
DAY,1509494400,442.293282448014,541.180583153969,442.293282448014,534.454250247203,2017-11-01
DAY,1509580800,534.454250247203,617.163751378248,515.186488785648,597.177958398686,2017-11-02
DAY,1509667200,597.177958398686,684.499940333427,577.634305755101,635.039593186882,2017-11-03
DAY,1509753600,635.039593186882,645.802019542308,543.241862157169,621.329013915901,2017-11-04
DAY,1509840000,621.329013915901,637.080930326249,581.200062251488,633.227599355926,2017-11-05
DAY,1509926400,633.227599355926,663.544475791355,605.419861551892,606.451438013107,2017-11-06
DAY,1510012800,606.451438013107,633.807802874791,605.98323885336,623.836987511831,2017-11-07
DAY,1510099200,623.836987511831,651.303863190505,560.30524382831,623.122853603796,2017-11-08
DAY,1510185600,623.122853603796,670.948990729288,620.285675333903,652.902267512912,2017-11-09
DAY,1510272000,652.902267512912,1043.45219019467,650.396246012546,1016.60316227908,2017-11-10
DAY,1510358400,1016.60316227908,1400.92077667238,903.219789224901,1349.85630267977,2017-11-11
DAY,1510444800,1349.85630267977,2613.07360378363,1183.61432814454,1400.95947159535,2017-11-12
DAY,1510531200,1400.95947159535,1516.43831446974,1034.27112399047,1361.65333912304,2017-11-13
DAY,1510617600,1361.65333912304,1405.56526559992,1215.59357230295,1279.85936887841,2017-11-14
DAY,1510704000,1279.85936887841,1341.04150094291,1196.73766654331,1219.66126185635,2017-11-15
DAY,1510790400,1219.66126185635,1229.30879793027,872.035289629036,907.588579750399,2017-11-16
DAY,1510876800,907.588579750399,1226.65686010587,862.701257403331,1185.79528301356,2017-11-17
DAY,1510963200,1185.79528301356,1394.09608302452,1185.71784685846,1256.59917883091,2017-11-18
DAY,1511049600,1256.59917883091,1261.44389804991,1136.95114421387,1163.6895764199,2017-11-19
DAY,1511136000,1163.6895764199,1235.44416158793,1161.57701519958,1232.13040679281,2017-11-20
DAY,1511222400,1232.13040679281,1234.393885144,1142.34330433956,1177.60579869281,2017-11-21
DAY,1511308800,1177.60579869281,1347.2529183428,1174.58552309645,1304.23060855559,2017-11-22
DAY,1511395200,1304.23060855559,1686.62738049628,1299.97834101057,1679.86145244961,2017-11-23
DAY,1511481600,1679.86145244961,1784.99903966099,1571.84089016372,1648.59630356112,2017-11-24
DAY,1511568000,1648.59630356112,1663.36624412343,1519.54297585583,1585.30551784195,2017-11-25
DAY,1511654400,1585.30551784195,1766.59913278543,1571.99355106351,1733.0649093341,2017-11-26
DAY,1511740800,1733.0649093341,1740.41369010752,1611.23046912763,1636.58538975305,2017-11-27
DAY,1511827200,1636.58538975305,1654.26884152525,1562.36599705626,1587.14527847652,2017-11-28
DAY,1511913600,1587.14527847652,1693.58590881855,1328.86328658489,1377.34990771189,2017-11-29
DAY,1512000000,1377.34990771189,1486.44508744198,1219.73186222804,1398.43627676832,2017-11-30
DAY,1512086400,1398.43627676832,1502.78253738247,1320.56888774717,1484.31907526308,2017-12-01
DAY,1512172800,1484.31907526308,1532.71727959606,1421.07928207132,1453.95831160672,2017-12-02
DAY,1512259200,1453.95831160672,1651.7614383459,1421.19089534143,1568.81799738887,2017-12-03
DAY,1512345600,1568.81799738887,1612.92363126178,1506.95791066374,1599.82226910822,2017-12-04
DAY,1512432000,1599.82226910822,1650.50426086676,1423.35881757758,1429.05263487663,2017-12-05
DAY,1512518400,1429.05263487663,1488.73281875919,1320.19383497766,1366.12787806932,2017-12-06
DAY,1512604800,1366.12787806932,1480.15983464175,1258.32106250151,1390.86567937287,2017-12-07
DAY,1512691200,1390.86567937287,1733.02912940389,1154.32072291166,1407.29205602162,2017-12-08
DAY,1512777600,1407.29205602162,1561.46284907661,1328.5546869888,1431.11035239806,2017-12-09
DAY,1512864000,1431.11035239806,1441.73231532595,1214.82879080088,1324.77738288652,2017-12-10
DAY,1512950400,1324.77738288652,1463.04154936893,1324.77738288652,1436.91501238962,2017-12-11
DAY,1513036800,1436.91501238962,1637.1052798854,1423.10972626007,1614.31973552512,2017-12-12
DAY,1513123200,1614.31973552512,1691.82569288362,1489.4624266932,1614.1974817349,2017-12-13
DAY,1513209600,1614.1974817349,2098.39474503823,1597.24957829836,1986.61064807437,2017-12-14
DAY,1513296000,1986.61064807437,1992.85309322681,1681.23689098197,1843.26122074751,2017-12-15
DAY,1513382400,1843.26122074751,1922.01320201199,1779.21787639941,1811.26132608153,2017-12-16
DAY,1513468800,1811.26132608153,1961.6434959522,1811.26132608153,1883.49646318198,2017-12-17
DAY,1513555200,1883.49646318198,2380.57412315406,1807.54874728536,2217.67457770397,2017-12-18
DAY,1513641600,2217.67457770397,2957.18976731808,2164.73916983522,2743.2654664267,2017-12-19
DAY,1513728000,2743.2654664267,4193.29437704252,2734.39869465988,3757.07297879479,2017-12-20
DAY,1513814400,3757.07297879479,3757.07297879479,2876.88562559063,3108.89747533502,2017-12-21
DAY,1513900800,3108.89747533502,3239.9904152631,1784.31826919584,2617.15103774963,2017-12-22
DAY,1513987200,2617.15103774963,3336.83449862339,2507.77775487809,3011.6077638671,2017-12-23
DAY,1514073600,3011.6077638671,3038.75869438655,2508.36197156927,2860.23447030425,2017-12-24
DAY,1514160000,2860.23447030425,2940.81245845654,2680.67250467353,2776.40960289091,2017-12-25
DAY,1514246400,2776.40960289091,2988.6533791816,2738.54257685413,2971.68729215388,2017-12-26
DAY,1514332800,2971.68729215388,2979.69993778869,2591.83687984242,2748.26704609453,2017-12-27
DAY,1514419200,2748.26704609453,2776.37970090694,2326.69260356824,2535.78775975286,2017-12-28
DAY,1514505600,2535.78775975286,2942.87919216097,2346.12923920735,2665.1407045328,2017-12-29
DAY,1514592000,2665.1407045328,2707.08749147923,2178.42451293489,2283.75929480792,2017-12-30
DAY,1514678400,2283.75929480792,2580.70640519075,2239.32039324355,2479.29402517041,2017-12-31
DAY,1514764800,2479.29402517041,2578.96493537682,2309.71124411412,2362.77651040932,2018-01-01
DAY,1514851200,2362.77651040932,2744.46948670148,2337.16810575177,2559.24914469363,2018-01-02
DAY,1514937600,2559.24914469363,2865.82936234004,2556.54158683738,2597.57572294509,2018-01-03
DAY,1515024000,2597.57572294509,2610.60749354854,2340.89409978172,2394.79612654467,2018-01-04
DAY,1515110400,2394.79612654467,2583.92608668462,2353.28454326655,2476.83506907087,2018-01-05
DAY,1515196800,2476.83506907087,2754.83824539155,2354.73059421219,2615.10049182401,2018-01-06
DAY,1515283200,2615.10049182401,2854.08456850537,2536.9966048333,2621.85379712121,2018-01-07
DAY,1515369600,2621.85379712121,2654.92617188525,2246.95287206019,2470.1228002555,2018-01-08
